_unit_id,airline_sentiment,airline,text
681450844,negative,United,@united the emails calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
681679698,negative,American,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in Thanks
681448218,negative,Virgin America,@VirginAmerica hi I just bked a cool birthday trip with you but i can't add my elevate no cause i entered my middle name during Flight Booking Problems
681460686,negative,US Airways,@USAirways US 728 then lost ground power three different times Not only grounded endlessly; now without air lights entertainment
681454907,negative,Southwest,@SouthwestAir couldn't be bothered to help with my lost my luggage Not a single helpful employee owner to be found in BWI
681457195,negative,Delta,@JetBlue Are there really no flights from the Bay Area to Chicago anymore Lame So lame
681678156,negative,American,@AmericanAir we did check before going to de airport and everything was fine #fail
681461790,negative,US Airways,@USAirways We did @AmericanAir said to open one with you too
681455355,negative,Southwest,@SouthwestAir Seriously is the reason for all the Cancelled Flightled flights and long phone wait times that you guys are tremendously understaffed
681459502,negative,Delta,@JetBlue ur Wed BWI BOSTON flights 8pm really need to be better scheduled They are almost always delayed
681450207,negative,United,@united please stop spending mktg $ on branding ads Use savings to improve #cxp 1hr wait for luggage due to short staff is unacceptable
681678805,negative,American,@AmericanAir is the 24 7 phone line open On hold for over 2 hours now Your check in agents cannot help at the airport itself Please help
681677644,negative,American,@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled
681455857,negative,Southwest,@SouthwestAir I didn't say anything about patience I said this is probably the last time I fly Southwest I suggest others do the same
681452823,negative,United,@united waiting on plane so long missed my connecting flight it left early That's the last flight out tonight HELP
681452128,negative,United,@United has time to respond to everyone else's complaints but not mine You just lost a customer
681461210,negative,US Airways,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul
681679446,negative,American,@AmericanAir one of my luggage didn't made it onto my flight hope it really gets here tomorrow as I was told
681677658,negative,American,@AmericanAir try contacting everyone on that flight with a refund offer and we might believe you are sincere
681461676,negative,US Airways,@USAirways I certainly understand the hold delays for WX reschedules I've been on for 2hr15min do you have an estimated wait time
681679523,negative,American,@AmericanAir Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1 Great job
681454308,negative,United,@united I tried 2 DM it would not go thru not sure why
681678244,negative,American,@americanair just tried calling got a high call volume at this moment message and then it said goodbye and hung up
681679107,negative,American,@AmericanAir I know you can't control weather but you can control how you treat customers #shafted
681455003,negative,Southwest,@SouthwestAir we didn't nothing was ruined just wet Just frustrating when after traveling for 12 hours you can't change into clean clothes
681453795,negative,United,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap
681459111,negative,Delta,@JetBlue that is my point They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled
681454296,negative,United,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies
681452622,negative,United,@united Fyi your staff are telling customers to try other carriers
681460760,negative,US Airways,@USAirways is there a # or a time bracket I can call to fix this problem I've been attempting to fix this contact information issue for days
681461368,negative,US Airways,@usairways 2 hr wait &amp; really bad exp @PHLAirport luggage won't arrive w me Do I really have 2go back LAS airport 2 pick up when arrives
681458958,negative,Delta,@JetBlue what is going on We arrived at 10 51pm Not One Bag Has Been Unloaded Flight 424
681449039,negative,United,@united yes we've been with the agents for the last 50 minutes One of the agents have been very rude but thankfully Ladan has been nice
681678709,negative,American,@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC Unbelievable
681454861,negative,Southwest,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work B
681458725,negative,Delta,@JetBlue seriously What is going on
681452445,negative,United,@united I appreciate you looking Can you compensate me on anything for my troubles Still haven't taken off for a 10 30 am flight
681679727,negative,American,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK I don't need to deal w that esp after the travel experience I've had
681451146,negative,United,@united they wouldn't let me on Real nice of you Just love your awesome service And U have 2 people working this customer service line
681450181,negative,United,@united just sent you a message on Facebook how do I follow up a complaint re Missing clothing out of checked baggage
681453980,negative,United,@united it's Late Flight I'm tired and understandably edgy for trying to catch my flight I wasn't chipper but I def was not rude
681449737,negative,United,@united Arriving 25 minutes early is nice but not if equipment isn't ready Waiting 30 minutes for luggage so far Time gains wiped out
681461412,negative,US Airways,@USAirways flight 623 den to phx flight attdt decides to stay downtown and be an hour Late Flight so entire flight delayed she better get fired
681677982,negative,American,@AmericanAir every time I try to call it tells me to try again Late Flightr and just hangs up
681677483,negative,American,@AmericanAir watch out if you are a parent they break stroller &amp; tell you look at the fine print
681449721,negative,United,@united That's real dedication &amp; concern Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos
681450462,negative,United,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle I just want to confirm its location
681452386,negative,United,@united don't need your apologies need my bag Took 56 minutes from landing to get it Unacceptable
681449058,negative,United,@united Why can't I get a boarding pass for my Austrian Airlines codeshare flight Rebook incls a 6 hour layover &amp; I am stuck outside sec
681453768,negative,United,@united Just had the worst experience ever flying with you
681679031,negative,American,@AmericanAir at some point u need to tell passengers what is going on At Jfk waiting to get on flight it is a mess
681456371,negative,Southwest,@SouthwestAir your app isnt working and i take off in like two hours help
681678432,negative,American,@AmericanAir I was told I had a 20minute wait time after waiting hours And an hour has gone by This is ridiculous
681460870,negative,US Airways,@USAirways please fix the very unproductive check in process at @DCA 20 check in stations and 2 people working them What a total mess
681455381,negative,Southwest,@SouthwestAir on hold for over an hour twice Terrible
681452676,negative,United,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal I feel the love
681460925,negative,US Airways,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR
681460168,negative,US Airways,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2 23 Horrible attitudes toward helping customers
681452473,negative,United,@united Thanks seat made for a 6 year old and a broken TV 20 flights year my last on your airline
681462977,negative,US Airways,"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead"
681457687,negative,Delta,@JetBlue Unhappy with 4 hour delayed flight Missed dinner
681450726,negative,United,@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight there's no overhead space
681461109,negative,US Airways,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it
681449775,negative,United,@united really 3 hr delay 4 gate changes &amp; you boarded us sent us back up &amp; boarded us again Won't change our flight Can we go now
681462450,negative,US Airways,"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"" Dreading my flight back home Disgusting"
681679780,negative,American,@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight Am out of country so can't leave a call back # Help
681460013,negative,US Airways,@USAirways you're killing me from the inside
681463057,negative,US Airways,@USAirways If you believe in keeping your customers happy especially after a mistake was made on your part
681457736,negative,Delta,@JetBlue shocker my flight delayed an hour Thanks for reminding me why I switched to delta
681460704,negative,US Airways,@USAirways back in line at terminal because phone guy couldn't help One person in front of me 20 min wait again
681461477,negative,US Airways,@USAirways so upset with customer service I have a simple question and the phone system has disconnected me all day today and yesterday
681677764,negative,American,@AmericanAir you've got to be kidding Look at the pictures I'm hoping it's on the flight that just came in The whole story is 2 much
681461600,negative,US Airways,@USAirways thank you for leaving my 74 y o grandma stranded because connecting flt could not wait 10 minutes I will never fly you again
681456705,negative,Southwest,@SouthwestAir needed my flight info so I can add my rapid rewards to my flight First time I have flown with SW won't do it again #mad
681450164,negative,United,UA3388 @united was Cancelled Flightled not delayed Re Flight Booking Problems still 90 miles from home At least acknowledge the Cancelled Flightlation
681453277,negative,United,@united sure You've been saying that for as long as I've been tweeting about your obsolete fleet Promises are free
681462745,negative,US Airways,@usairways I am sure you are sincere in your apology its disappointing from a customer perspective when you want loyal customers #options
681457368,negative,Delta,@JetBlue you delay all my flights Then you redirect my gate Then you tell me had we stuck with the original gate we would have 1 3
681453318,negative,United,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot Now I miss my meeting Atlanta because someone slept in
681461615,negative,US Airways,@UsAirways can a real person help me here This customer service is poor I'm at the mercy of someone since the flights are disappearing
681454911,negative,Southwest,@SouthwestAir I gave you one more try Figured you could get a 1 hr flight right Nope Delayed an hr Seems to be every time
681454089,negative,United,@united @el ingeniero don't check your baggage if you don't have to They will lose it
681459094,negative,Delta,"@JetBlue not cool to announce a flight ""delay"" when everyone is checking in A 4 hour delay bdl dca with a staff offering no help"
681455087,negative,Southwest,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
681455026,negative,Southwest,@SouthwestAir #tfw1 @JimCramer @AARP TY Spent total of 3 hrs and 20 mins holding Cell battery died Finally made arrangements w kind Rep
681450249,negative,United,@united checked me in through security under the wrong name and given the wrong boarding pass #AirlineSecurity
681679289,negative,American,@AmericanAir i have tried getting help from agents the phone twitter and FB Can no one at American Airlines help me
681461269,negative,US Airways,@usairways Is your reservation phone number working Called 10x in the last 3 days and haven t gotten through
681454645,negative,Southwest,@SouthwestAir is this a sick joke #toyingwithouremotions
681457394,negative,Delta,@JetBlue what maintenance The flight landed from Jamaica has to go through security then get to term 3 then cleaned then board
681450720,negative,United,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made
681463134,negative,US Airways,@USAirways still crickets from customer service
681458359,negative,Delta,@JetBlue full the six of us had to leave flight And now have to wait a whole day to get a flight and my kids will miss school
681679069,negative,American,@AmericanAir Now you've Cancelled Flightled my flight First a priority ticket bumped and now this You're losing customers People are furious
681453387,negative,United,@united your service sucks to Mexico from houston You finally realized that snacks in1st don't work you cheap as ;
681449439,negative,United,@united lots of reports of system failures delaying flights over the last week Currently sitting on the tarmac at OGG for over an hour
681463006,negative,US Airways,@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit $200 fee Couldnt reach destination @BostonBBB #notmyfault
681450770,negative,United,@united flight UA3774 after two delays just Cancelled Flightled and no more flights to Norfolk that aren't booked Renting a car
681453468,negative,United,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary
681455166,negative,Southwest,@SouthwestAir I finally hung up after 2 hours and was not able to get the flight I needed #stuckintampa
681457089,negative,Southwest,@SouthwestAir Cancelled Flightled my flight out of BNA today Been on hold for an hour #frustrated
681454345,negative,Southwest,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned
681679765,negative,American,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary Weekend ruined for no good reason No crew missed Monday am mtg
681450702,negative,United,@united excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work
681451554,negative,United,@united haven t before and haven t this time &amp; have checked spam junk mail just in case nothing
681450636,negative,United,@united my flight was supposed to depart to Boston at 4 36 and now it's departing at 6 30 due to issues with finding a pilot Thanks a lot
681449861,negative,United,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight
681456487,negative,Southwest,@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson These attendants need some SW happiness
681679557,negative,American,@AmericanAir Yes Your service in GUC sucks Your gate agent pushed a passenger and has been rude to everyone since we got here
681678820,negative,American,@AmericanAir working over time tonight Got delayed 2 days In SJU Could be worse
681457000,negative,Southwest,@SouthwestAir why are flights still getting out of Logan now You couldn't manage to get one out at 6 AM when it wasn't snowing
681452558,negative,United,@united delayed going home AGAIN Getting really tired of delays
681452065,negative,United,@united That is not what your reservations desk just told me They said there were plenty of seats
681452408,negative,United,@united Love to report how horrible this flight is to your team Let's make it worse as they get to my seat out of all snacks
681460347,negative,US Airways,@USAirways well I thought they had hours ago but just found out that no I do not have a seat
681450138,negative,United,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat WTF
681455038,negative,Southwest,@SouthwestAir looks like you are up and running for the day Still can't get through on the phone Can you follow so I can dm you my info
681451339,negative,United,@united 25 minute hold is 1 hr 25 min @ABC11 WTVD
681678785,negative,American,@AmericanAir been calling 2 different offices already and still no sign of my baggage First time on American Air 6
681463090,negative,US Airways,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane
681456169,negative,Southwest,@SouthwestAir I paid for inflight wifi only for it not to work Download speed was 0 21mbps &amp; I ended up watching the free TV instead
681455234,negative,Southwest,@SouthwestAir sev ppl im my office received an apology and 2k FF miles for this delay only apologize to select ppl I got nothing
681450722,negative,United,@united I believe It was Cancelled Flighted yesterday I guess Goes back to no notification from United about Cancelled Flightlation
681462622,negative,US Airways,@USAirways Loosing a lot of business by using Barclays I cant believe that you cant apply for a card if you live in Iowa
681679712,negative,American,@AmericanAir @tennetexan Too bad there's only like 3 people on that team then Because this is next level unreal
681451957,negative,United,@united is ridiculous UA6 delayed for 3 5 hours and counting Should have booked with a diff airline that takes it seriously #unitedsucks
681462698,negative,US Airways,@USAirways is there gonna be a better day to call I've called on 3 separate occasions the past couple of weeks and never get to a person
681450692,negative,United,"@united flight delayed again every time ""Maintenance issues"""
681450376,negative,United,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago
681455974,negative,Southwest,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget Getting screwed is the best when on vacation #sarcasm get new partners"
681456694,negative,Southwest,@SouthwestAir yeah they told me it would be on the next flight I drove down and it wasnt I just drove down for a second time and they were
681458057,negative,Delta,@JetBlue When I got your alert I immediately started looking to rebook But we only had 11 minutes from reFlight Booking Problems to catch a flight to SRQ
681451327,negative,United,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC
681454740,negative,Southwest,@SouthwestAir flight 1028 no delayed 1 5 hours Another week another delayed flight
681461022,negative,US Airways,@USAirways I wouldn't need to wait on hold for 6 hours if your website worked correctly please respond
681456745,negative,Southwest,@SouthwestAir @Matt e Boss how long did you have to hold We waited 35 minutes and gave up
681453890,negative,United,@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now
681462988,negative,US Airways,@USAirways And really it's a middle initial versus middle name All else the same Not spending my time on your computer issues
681449956,negative,United,@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket
681679401,negative,American,@AmericanAir Now your site is not working WTF
681678874,negative,American,@AmericanAir I understand the weather issues I don't understand how I was not notified of the Cancelled Flightlation and had to realize it so Late Flight
681455425,negative,Southwest,@SouthwestAir Any plans to implement a call back system on your reFlight Booking Problems line Been on hold for over an hour now
681677838,negative,American,@AmericanAir You found my lost luggage won't bring it to me until tomorrow Next day if the weather isn't nicer Terrible service
681457830,negative,Delta,@JetBlue I did They have no idea where it is
681461289,negative,US Airways,@USAirways the link doesn't work
681451450,negative,United,@united still waiting
681679033,negative,American,@AmericanAir seriously I do not want to wait 24 hours for a flight when I have to prepare for a family funeral
681461966,negative,US Airways,@USAirways I will write CR Not sure what good it'll do as the customer service I experienced was horrible
681678615,negative,American,@AmericanAir Not even on the bag status will take actions against this company is incredible how irresponsible are with the costumer
681452247,negative,United,@united never fails flying FC order ravioli get chicken Tell the FA she says you should of told me other people wanted chicken idiot
681677196,negative,American,@AmericanAir Mold on my flight US3825 #filthyplane #hopeidonotgetsick
681678403,negative,American,@AmericanAir She could even see that I had tried to make the transaction but wouldn't offer me the price I'd tried to purchase it at
681460315,negative,US Airways,@USAirways cust svc means nothing So disappointed Trying since 730a to speak to a human I get bad weather not bad service #socialtantrum
681450165,negative,United,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
681455180,negative,Southwest,@SouthwestAir Officially a customer support game of wills 2hr30 on hold Who's the loser here Oh yeah that's me
681463324,negative,American,@AmericanAir lost my cats missed their flights kept them crated 30 hrs for a would be 5 hr trip You'll never touch my pets again
681679010,negative,American,@AmericanAir My ex boyfriend picks up my calls more than you do #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL
681455173,negative,Southwest,@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment
681679332,negative,American,@AmericanAir trying to check in for flight On line not working &amp; agents too busy to take my call
681679286,negative,American,@AmericanAir i do not want to stay overnight at this airport I have been here since 11 am this morning
681462746,negative,US Airways,@USAirways Yeah I know that but now I'll have to spend almost 500 dollars more on my ticket since the price has gone up over the week
681677598,negative,American,@AmericanAir face palm Cannot believe the last 24 hrs 1 5 hrs of sleep and No and no and what you can't do
681449568,negative,United,@united or @flysaa has lost my baggage heard different things from different employees of @united @flysaa has said nothing
681679303,negative,American,@AmericanAir I haven't been rebooked I called and left my number for a callback but haven't heard anything and my flight is tomorrow
681677558,negative,American,@AmericanAir having trouble Flight Booking Problems a seat on US84 11 March operated by AA Neither airline's website will allow seat selection
681455143,negative,Southwest,"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler Thx for the unnecessary headache #flyUnited"
681453910,negative,United,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United Makes sense since they F us by Cancelled Flightling ticketed reservations
681454347,negative,Southwest,@SouthwestAir belt issues Been a rough day for them Worst part is traveling with 9 month old and having to wait outside in 85 degree
681451772,negative,United,@united Yeah that didn't happen
681677397,negative,American,@AmericanAir really needs to get a a clue and start treating people like humans not animals #americandairlinesSUCKS
681463328,negative,American,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk
681679578,negative,American,@AmericanAir two hours Late Flightr and still waiting for a callback Need to reschedule flight 1027 hopefully to the Late Flightr one tomo not Cancelled Flighted
681453007,negative,United,@united I just want to contact someone with a question &amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line
681452191,negative,United,@united Thanks for nothing Next time I'll bring a whole extra suitcase for my 1 extra pound That makes sense right
681451158,negative,United,@united flight delayed by 24 hours lost my wallet have no money to eat or sleep yet your representatives will not help #unitedsucks
681461958,negative,US Airways,"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate Took about 20min to get there"
681678349,negative,American,@AmericanAir We've 15 official complaints signed by #AmericanAirlines Lima supervisor Customer Relations pls compensate 4 the 10 hour delay
681462894,negative,US Airways,@USAirways my sister was supposed to leave at 10 am to go back to AL She's only getting to NC now Are you kidding me #NeverflyUSairways
681459286,negative,Delta,@JetBlue I spent over an hour of my morning on hold w your customer support I want my confirmed flight to be taken care of
681458933,negative,Delta,@JetBlue needs to get its act together in #PHX
681452332,negative,United,@united you are by far the worst airline 4 plane delays on 1 round trip flight How is that possible
681458884,negative,Delta,Lines may be extra long or security slow but seems your employees too quick to blame customers who don't arrive 3 4 hours ahead @JetBlue
681678409,negative,American,@AmericanAir By the time the 2 hrs passed before I got a call back the ticket was more $$ It wasn't my fault yet I had to pay extra
681451535,negative,United,@united rep wouldn't rebook This is such a waste of time and poor communication
681679214,negative,American,@AmericanAir whenever I cheat on you it goes horribly wrong I promise I won't stray anymore I'm talking about you @Delta
681452061,negative,United,@united Also your at gate monitor showed 23 empty seats
681452729,negative,United,"There were plenty of empty seats in coach ""@united Your dissatisfaction is understood Crew members traveling for duty are pre booked on f"""
681461027,negative,US Airways,@USAirways So far my phone wait time is longer than @ABCNetwork's #Oscars coverage #WhatCustomerService
681679241,negative,American,@AmericanAir sitting on plane for 2 5hrs at gate due to computer sys issue at what point do you Cancelled Flight a flight ridiculous @PHLAirport
681453838,negative,United,@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs #unfriendlyskies
681456879,negative,Southwest,@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet Working is off the table #disappointed
681678359,negative,American,@AmericanAir and feel free to email me mikehertz7@gmail com don't worry we're not going anywhere but this damn Tarmac for a bit
681461350,negative,US Airways,@USAirways on hold 2 hours 54 minutes What's going on
681678233,negative,American,@AmericanAir 4 open kiosks for priority with no line and only 4 open for main check in for 80 100 ppl
681462771,negative,US Airways,@USAirways this is crazy Haven't spoken to a human yet There has to be a better way
681452029,negative,United,@united after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me here's hoping they arrive
681677664,negative,American,@AmericanAir they are giving cots to the people that did not get hotel rooms that is terrible
681461823,negative,US Airways,@USAirways now what You Cancelled Flightled my flight again Are you paying for my hotel
681454149,negative,United,@united can't believe United can't find someone to just simply check a seat back for a missing passport Loved United but debating choice
681679216,negative,American,@AmericanAir I need help with a reservation purchased on @AmericanAir but operated on @USAirways can't get through on the 800#
681679068,negative,American,@AmericanAir after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business
681678889,negative,American,@AmericanAir sounding like they just got bitch slapped by @juliasinton948
681461811,negative,US Airways,@USAirways thanks for the seat that doesn't recline I'm shocked I'm not being asked to serve everyone drinks on the plane #DoBetter
681454175,negative,United,@united customer service
681678694,negative,American,@AmericanAir It's been 5 hours and still no call and now we are back to being hung up on by an automated system #AmericanAirlines
681448188,negative,Virgin America,@VirginAmerica I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me HELP
681458443,negative,Delta,@JetBlue Complete waste of an entire day Pathetic
681678713,negative,American,@AmericanAir I was told my flights 2516 &amp; 2244 was Cancelled Flightled But I don't seem to have any date time changes I've been waiting for a call
681463313,negative,American,@AmericanAir they will just say dumb things to beat around the bush If you're flight Cancelled Flightled be prepared for no compassion from them
681677225,negative,American,@AmericanAir submitted a case to AA customer relations two weeks ago no word ever since whats the point of even having CR
681455237,negative,Southwest,@SouthwestAir 2 wounded vets stuck Hv trouble with agent help On hold and no answer on Twitter Pls respond
681677585,negative,American,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER
681452781,negative,United,@united thanks for ruining my wedding anniversary Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day
681677253,negative,American,@AmericanAir Inconvenient is such a convenient word
681463453,negative,American,@AmericanAir you could train your flight attendants to have some manners and decency
681678914,negative,American,@AmericanAir Toby hates you lol
681458913,negative,Delta,@JetBlue flight 99 to DCA 2 delays I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights
681461039,negative,US Airways,@USAirways how is it that the airport DCA and the airline mess up our flights but also will not cover our hotel costs At DCA for 5hrs
681462577,negative,US Airways,@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night Why is this taking so long
681678241,negative,American,@AmericanAir are flights leaving Dallas right now In Maui trying to figure out how delayed flight 7 is going to be
681677554,negative,American,@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it Really Don't have time to do that #terrible
681456898,negative,Southwest,"@SouthwestAir was earlier for reFlight Booking Problems flight I'm on now Didn't get a screencap just said ""unspecified error"" and to call SWA"
681461560,negative,US Airways,@USAirways 2 hours on hold Still no answer Horrible
681453056,negative,United,@united 1k use to be special 80 people in group one Why not board global AND 1k together
681454047,negative,United,@united now finally in memphis Landed 30 minutes ago Still no bags Paying for a service that just gets worse
681462303,negative,US Airways,@USAirways oh great after a 5 hour delay we get to sit on the plane for another hour without it moving Flight 1137 has been awful
681458568,negative,Delta,@JetBlue that sucks Oh well
681461531,negative,US Airways,@USAirways what a disaster Flight 3739 missed passenger count by 5 since it was done manually Really
681679635,negative,American,@AmericanAir my itinerary was from EWR TO DALLAS to LA You Cancelled Flightled my flight you have my money find a way to get me there from EWR
681451989,negative,United,"@united UA 1706 delayed again I get charged $600 if Late Flight by you you say ""oh well"""
681450342,negative,United,@united Why is my time less important to you #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail
681677703,negative,American,Why doesn't @AmericanAir provide a means for dialogue What is the fear that drives this decision #worstcustomerserviceever
681678971,negative,American,@AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW Can't get calls through to speak with anyone
681461280,negative,US Airways,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins Y r we on plane
681459199,negative,Delta,@JetBlue what's up w flt 4 Brothers fianc sitting on board for 30mins w tech issues
681460783,negative,US Airways,@USAirways Another dead end They only handle AA L&amp;F They gave me the same failed # I already had 610 362 7498 99 VM full #lost
681461629,negative,US Airways,@USAirways 4 hours How do I change my flight that was Cancelled Flightled
681461701,negative,US Airways,@USAirways Never mind that you could have told the gate I was on my way you could delay 10 mins but not 15
681449719,negative,United,@united Can't leave the Tarmac united's gate agent cannot agree on a head count 20 min now counting a 100 people max #epicfailunited
681460337,negative,US Airways,@USAirways I f@$ ing hate you
681460919,negative,US Airways,@USAirways I've flown 6 figured worth of miles in my lifetime This was my first and last ever flight on US Airways
681457565,negative,Delta,@JetBlue You respond to complaints about cultural appropriation with more of it You're now below Spirit Airlines on my fly list
681450706,negative,United,@united maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working
681452813,negative,United,@united How do you have a scheduled flight WITH NO CREW Is there a competent person working at this airline
681459543,negative,Delta,@JetBlue u now have my gears grinding The JFK baggage office told me I need to bring the bag back right now if not they will close my claim
681461257,negative,US Airways,@USAirways suggest you failures make a HUGE donation to @the USO Charlotte NC as THEY provided GREAT customer service today unlike you
681678531,negative,American,@AmericanAir Cancelled Flighted flights now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs #custserv
681449373,negative,United,@united agent helps the person in front of me Finishes up with them and then walks away The guy behind me is as shocked as I am
681457989,negative,Delta,@JetBlue exactly why is my flight delayed 599 BDL to DCA Can't seem to get an answer
681463173,negative,US Airways,@USAirways great job today In ruining 45 people's vacation Thanks to your incompetent pilot and staff we have all now missed our flights
681456356,negative,Southwest,@SouthwestAir Yes with extra $77 I wonder what are you going yo loose if there is room
681460922,negative,US Airways,@USAirways What was the point of the merger Why not just go out of business if your not turning a profit anymore
681453154,negative,United,@united I was abused threatened and forced to travel in a lower cabine last seat in yesterday's flight from Houston to Sao Paulo
681451468,negative,United,@united And yet we still haven't left yet and I can't watch my pre paid DirectTV #firstworldproblems
681453327,negative,United,@united rushed through the 6 degree weather to get to the airport on time Too bad the pilots didn't do the same #stillwaiting
681451558,negative,United,@united cabin crew were huge offenders stood as a conversational cluster blocking exiting passengers
681457774,negative,Delta,@JetBlue didn't work Fly fi plus couldn't access ABC app So I spent $19 and still missed Oscars #disappointed
681451679,negative,United,@united Worst customer non service for sure
681462639,negative,US Airways,@USAirways I appreciate that you actually monitor Twitter so please pass along my feedback I've tried calling about 15 times in 4 days
681460202,negative,US Airways,@USAirways I just spent 3 5 hours and got nowhere Entire experience #epicfail
681454139,negative,United,@united I did DM the details back on 02 14 when this started with phone number to reach me no reply either online or by phone
681458364,negative,Delta,@JetBlue just lost very loyal customers who use them 4 10 times a year
681461831,negative,US Airways,@USAirways rebooked me after i missed my flight never called me and i didnt check my email I cont
681460551,negative,US Airways,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day
681455785,negative,Southwest,@SouthwestAir Just picked up my bag at SEATAC all the clothes are soaking wet #bagawim
681457012,negative,Southwest,@SouthwestAir no flights out of #nashville today Are you kidding me Why are other airlines flying and you're not So frustrated
681463186,negative,American,@AmericanAir no thanks As I said being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible
681456897,negative,Southwest,@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired Due to bad weather I along with other passengers
681460304,negative,US Airways,@USAirways if it was so important why did I wait on hold and then get hung up on by your computer #disappointed
681679301,negative,American,@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us
681453693,negative,United,@united @qlyss8 We don't want our customers to be frustrated Thank you for your patience JT A lovely sentiment but not a $180 one
681454839,negative,Southwest,@SouthwestAir after an hour and a half then it came back damaged Not happy
681453959,negative,United,@united my son is a passenger on flight 3710 from Chicago to Toronto The plane came within feet of colliding another plane and is stopped
681678693,negative,American,@AmericanAir how do I see your report team
681678752,negative,American,@AmericanAir 953 our fligth Somthing to talk about this
